"","zipcode","Population"
"5303","17093",1386
"5304","17094",2427
"5305","17097",801
"5306","17098",2265
"5307","17099",1031
"5308","17101",1936
"5309","17102",7434
"5310","17103",12317
"5311","17104",20208
"5312","17109",24351
"5313","17110",24743
"5314","17111",32624
"5315","17112",35818
"5316","17113",10852
"5317","17120",0
"5318","17201",26330
"5319","17202",29278
"5320","17210",163
"5321","17211",439
"5322","17212",734
"5323","17213",627
"5324","17214",819
"5325","17215",286
"5326","17217",220
"5327","17219",406
"5328","17220",415
"5329","17221",577
"5330","17222",11576
"5331","17223",233
"5332","17224",1743
"5333","17225",20844
"5334","17228",1154
"5335","17229",1206
"5336","17233",5311
"5337","17235",949
"5338","17236",7939
"5339","17237",1998
"5340","17238",1685
"5341","17239",219
"5342","17240",4001
"5343","17241",12127
"5344","17243",1193
"5345","17244",2216
"5346","17246",216
"5347","17247",501
"5348","17249",401
"5349","17250",34
"5350","17251",111
"5351","17252",3844
"5352","17253",281
"5353","17254",80
"5354","17255",1114
"5355","17256",186
"5356","17257",29524
"5357","17260",1123
"5358","17261",277
"5359","17262",1455
"5360","17263",573
"5361","17264",2423
"5362","17265",667
"5363","17266",507
"5364","17267",2697
"5365","17268",29374
"5366","17270",85
"5367","17271",259
"5368","17272",376
"5369","17301",4479
"5370","17302",2431
"5371","17304",2736
"5372","17306",353
"5373","17307",5854
"5374","17309",2162
"5375","17311",193
"5376","17313",10907
"5377","17314",6304
"5378","17315",26610
"5379","17316",8408
"5380","17317",649
"5381","17318",455
"5382","17319",11440
"5383","17320",7861
"5384","17321",2347
"5385","17322",5705
"5386","17324",4549
"5387","17325",28391
"5388","17327",7590
"5389","17329",2599
"5390","17331",51893
"5391","17339",6930
"5392","17340",11083
"5393","17343",35
"5394","17344",3567
"5395","17345",7551
"5396","17347",6644
"5397","17349",7183
"5398","17350",13019
"5399","17352",1348
"5400","17353",3410
"5401","17355",259
"5402","17356",21302
"5403","17360",7150
"5404","17361",6315
"5405","17362",13040
"5406","17363",9476
"5407","17364",3474
"5408","17365",2462
"5409","17366",5472
"5410","17368",7539
"5411","17370",5664
"5412","17371",216
"5413","17372",4075
"5414","17401",17100
"5415","17402",38078
"5416","17403",40216
"5417","17404",35899
"5418","17406",23651
"5419","17407",2292
"5420","17408",23778
"5421","17501",4425
"5422","17502",2677
"5423","17505",1742
"5424","17507",117
"5425","17508",485
"5426","17509",4822
"5427","17512",18027
"5428","17516",4469
"5429","17517",16745
"5430","17518",1615
"5431","17519",6762
"5432","17520",4691
"5433","17522",34163
"5434","17527",6134
"5435","17529",4866
"5436","17532",2925
"5437","17535",2703
"5438","17536",2987
"5439","17538",6669
"5440","17540",10875
"5441","17543",45051
"5442","17545",21792
"5443","17547",7377
"5444","17550",953
"5445","17551",11538
"5446","17552",20071
"5447","17554",7877
"5448","17555",7547
"5449","17557",14668
"5450","17560",4560
"5451","17562",4640
"5452","17563",4094
"5453","17565",2675
"5454","17566",12468
"5455","17569",5834
"5456","17570",117
"5457","17572",4671
"5458","17576",272
"5459","17578",7438
"5460","17579",6236
"5461","17581",775
"5462","17582",2266
"5463","17584",10585
"5464","17601",52552
"5465","17602",50417
"5466","17603",64242
"5467","17606",413
"5468","17701",43218
"5469","17702",10384
"5470","17721",1579
"5471","17723",50
"5472","17724",4740
"5473","17727",74
"5474","17728",4972
"5475","17729",63
"5476","17730",229
"5477","17731",238
"5478","17737",6604
"5479","17739",32
"5480","17740",12407
"5481","17742",46
"5482","17744",2996
"5483","17745",18397
"5484","17747",3426
"5485","17748",186
"5486","17749",286
"5487","17750",176
"5488","17751",7169
"5489","17752",4595
"5490","17754",12404
"5491","17756",11978
"5492","17758",981
"5493","17760",648
"5494","17762",469
"5495","17763",178
"5496","17764",2294
"5497","17765",1236
"5498","17767",170
"5499","17768",336
"5500","17771",3194
"5501","17772",2377
"5502","17774",1388
"5503","17776",264
"5504","17777",7211
"5505","17778",161
"5506","17779",386
"5507","17801",15701
"5508","17810",5803
"5509","17812",1258
"5510","17813",2074
"5511","17814",4899
"5512","17815",29764
"5513","17820",5616
"5514","17821",18402
"5515","17822",0
"5516","17823",1258
"5517","17824",3889
"5518","17827",672
"5519","17829",244
"5520","17830",1913
"5521","17832",803
"5522","17834",3374
"5523","17835",415
"5524","17836",217
"5525","17837",19660
"5526","17840",598
"5527","17841",4926
"5528","17842",8625
"5529","17844",10296
"5530","17845",2170
"5531","17846",3912
"5532","17847",11572
"5533","17850",680
"5534","17851",7405
"5535","17853",3363
"5536","17855",1031
"5537","17856",3161
"5538","17857",7306
"5539","17859",2807
"5540","17860",2633
"5541","17861",169
"5542","17862",527
"5543","17864",2206
"5544","17865",128
"5545","17866",10297
"5546","17867",127
"5547","17868",1135
"5548","17870",15407
"5549","17872",9202
"5550","17876",1919
"5551","17878",1443
"5552","17880",128
"5553","17881",1424
"5554","17884",201
"5555","17885",212
"5556","17886",1630
"5557","17887",227
"5558","17888",281
"5559","17889",2516
"5560","17901",22670
"5561","17920",338
"5562","17921",7321
"5563","17922",4772
"5564","17923",438
"5565","17925",364
"5566","17929",1554
"5567","17930",387
"5568","17931",8751
"5569","17933",135
"5570","17934",395
"5571","17935",1595
"5572","17936",821
"5573","17938",2308
"5574","17941",772
"5575","17943",113
"5576","17944",136
"5577","17945",188
"5578","17946",146
"5579","17948",4677
"5580","17949",222
"5581","17951",238
"5582","17952",274
"5583","17953",427
"5584","17954",4460
"5585","17957",299
"5586","17959",1362
"5587","17960",4114
"5588","17961",6590
"5589","17963",9043
"5590","17964",801
"5591","17965",1989
"5592","17967",2488
"5593","17968",259
"5594","17970",3105
"5595","17972",11308
"5596","17974",281
"5597","17976",6644
"5598","17978",286
"5599","17979",197
"5600","17980",3037
"5601","17981",2713
"5602","17982",452
"5603","17983",1543
"5604","17985",1204
"5605","18011",5580
"5606","18013",18037
"5607","18014",11660
"5608","18015",33447
"5609","18016",0
"5610","18017",39453
"5611","18018",31304
"5612","18020",20393
"5613","18030",610
"5614","18031",10622
"5615","18032",9399
"5616","18034",9186
"5617","18035",29
"5618","18036",13942
"5619","18037",7806
"5620","18038",2846
"5621","18040",16586
"5622","18041",5252
"5623","18042",42299
"5624","18045",26881
"5625","18046",0
"5626","18049",17578
"5627","18051",3429
"5628","18052",27678
"5629","18053",2182
"5630","18054",4653
"5631","18055",11742
"5632","18056",916
"5633","18058",10056
"5634","18059",973
"5635","18062",25769
"5636","18063",391
"5637","18064",26396
"5638","18066",6404
"5639","18067",17879
"5640","18068",0
"5641","18069",7973
"5642","18070",922
"5643","18071",10150
"5644","18072",6550
"5645","18073",10745
"5646","18074",5836
"5647","18076",2882
"5648","18077",2349
"5649","18078",7621
"5650","18079",751
"5651","18080",11211
"5652","18081",251
"5653","18083",408
"5654","18085",1032
"5655","18086",841
"5656","18087",942
"5657","18088",8649
"5658","18091",5385
"5659","18092",3192
"5660","18101",4720
"5661","18102",49497
"5662","18103",46393
"5663","18104",44908
"5664","18105",31
"5665","18106",7265
"5666","18109",17794
"5667","18195",0
"5668","18201",26983
"5669","18202",11853
"5670","18210",7614
"5671","18211",1115
"5672","18212",121
"5673","18214",1908
"5674","18216",1289
"5675","18218",2245
"5676","18219",1554
"5677","18220",260
"5678","18221",212
"5679","18222",9484
"5680","18223",186
"5681","18224",6134
"5682","18225",249
"5683","18229",8867
"5684","18230",88
"5685","18231",487
"5686","18232",3796
"5687","18234",171
"5688","18235",19188
"5689","18237",3343
"5690","18239",423
"5691","18240",3862
"5692","18241",769
"5693","18242",130
"5694","18244",284
"5695","18245",264
"5696","18246",270
"5697","18248",499
"5698","18249",3722
"5699","18250",2943
"5700","18251",17
"5701","18252",10491
"5702","18254",1073
"5703","18255",4509
"5704","18256",325
"5705","18301",29660
"5706","18302",17678
"5707","18321",1682
"5708","18322",2502
"5709","18323",111
"5710","18324",9229
"5711","18325",2417
"5712","18326",3956
"5713","18327",594
"5714","18328",7377
"5715","18330",8452
"5716","18331",537
"5717","18332",2527
"5718","18333",554
"5719","18334",4691
"5720","18335",606
"5721","18336",4075
"5722","18337",14226
"5723","18340",208
"5724","18342",660
"5725","18343",4255
"5726","18344",3879
"5727","18346",2534
"5728","18347",2779
"5729","18349",312
"5730","18350",1612
"5731","18351",600
"5732","18352",823
"5733","18353",12730
"5734","18354",834
"5735","18355",1501
"5736","18356",109
"5737","18357",111
"5738","18360",27468
"5739","18370",969
"5740","18371",796
"5741","18372",2918
"5742","18403",6653
"5743","18405",2697
"5744","18407",13119
"5745","18411",21878
"5746","18413",191
"5747","18414",5216
"5748","18415",1222
"5749","18417",1018
"5750","18419",4786
"5751","18420",47
"5752","18421",4981
"5753","18424",5046
"5754","18425",1276
"5755","18426",4304
"5756","18427",121
"5757","18428",11898
"5758","18430",6
"5759","18431",11903
"5760","18433",6448
"5761","18434",3859
"5762","18435",835
"5763","18436",12610
"5764","18437",201
"5765","18438",1298
"5766","18439",494
"5767","18441",201
"5768","18443",436
"5769","18444",13817
"5770","18445",2536
"5771","18446",3156
"5772","18447",10692
"5773","18451",646
"5774","18452",4853
"5775","18453",978
"5776","18454",17
"5777","18455",105
"5778","18456",371
"5779","18457",178
"5780","18458",2445
"5781","18459",3
"5782","18460",115
"5783","18461",295
"5784","18462",305
"5785","18463",236
"5786","18464",1401
"5787","18465",1358
"5788","18466",17421
"5789","18469",252
"5790","18470",2283
"5791","18471",667
"5792","18472",7466
"5793","18473",670
"5794","18503",1247
"5795","18504",20525
"5796","18505",21581
"5797","18507",5154
"5798","18508",12606
"5799","18509",13851
"5800","18510",13375
"5801","18512",11666
"5802","18517",4980
"5803","18518",7965
"5804","18519",4659
"5805","18602",241
"5806","18603",19357
"5807","18610",4820
"5808","18612",18432
"5809","18614",2121
"5810","18615",2121
"5811","18616",583
"5812","18617",1766
"5813","18618",3843
"5814","18619",259
"5815","18621",6728
"5816","18622",130
"5817","18623",2645
"5818","18624",254
"5819","18625",404
"5820","18626",521
"5821","18628",214
"5822","18629",1749
"5823","18630",3146
"5824","18631",1180
"5825","18632",538
"5826","18634",13148
"5827","18635",3797
"5828","18636",1246
"5829","18640",16850
"5830","18641",6829
"5831","18642",3998
"5832","18643",12478
"5833","18644",7245
"5834","18651",8693
"5835","18653",211
"5836","18655",5625
"5837","18656",2238
"5838","18657",11720
"5839","18660",3732
"5840","18661",5299
"5841","18701",3449
"5842","18702",40090
"5843","18704",30441
"5844","18705",14683
"5845","18706",15885
"5846","18707",15891
"5847","18708",8772
"5848","18709",2914
"5849","18801",8076
"5850","18810",5911
"5851","18812",1557
"5852","18814",210
"5853","18816",123
"5854","18817",308
"5855","18818",1115
"5856","18821",1404
"5857","18822",3197
"5858","18823",187
"5859","18824",1422
"5860","18825",103
"5861","18826",1404
"5862","18828",339
"5863","18829",693
"5864","18830",598
"5865","18831",1180
"5866","18832",1791
"5867","18833",1888
"5868","18834",3506
"5869","18837",3134
"5870","18840",10440
"5871","18842",252
"5872","18843",189
"5873","18844",1933
"5874","18845",317
"5875","18846",1099
"5876","18847",5677
"5877","18848",8746
"5878","18850",2159
"5879","18851",755
"5880","18853",4179
"5881","18854",1576
"5882","18901",27851
"5883","18902",21557
"5884","18912",280
"5885","18913",44
"5886","18914",21182
"5887","18915",784
"5888","18917",2178
"5889","18920",232
"5890","18923",1197
"5891","18925",6692
"5892","18929",9570
"5893","18930",2881
"5894","18932",511
"5895","18935",20
"5896","18936",0
"5897","18938",14156
"5898","18940",28915
"5899","18942",2773
"5900","18944",25475
"5901","18947",6309
"5902","18950",215
"5903","18951",35203
"5904","18954",9453
"5905","18955",1624
"5906","18960",11898
"5907","18962",331
"5908","18964",14092
"5909","18966",37739
"5910","18969",15435
"5911","18970",693
"5912","18972",3386
"5913","18974",40543
"5914","18976",20681
"5915","18977",4172
"5916","18980",445
"5917","19001",17139
"5918","19002",32241
"5919","19003",13427
"5920","19004",9524
"5921","19006",21899
"5922","19007",20944
"5923","19008",20934
"5924","19009",840
"5925","19010",21572
"5926","19012",6328
"5927","19013",35134
"5928","19014",20900
"5929","19015",16809
"5930","19017",271
"5931","19018",23445
"5932","19020",54985
"5933","19021",10063
"5934","19022",3696
"5935","19023",22088
"5936","19025",5861
"5937","19026",30573
"5938","19027",20068
"5939","19029",4013
"5940","19030",11792
"5941","19031",4618
"5942","19032",6627
"5943","19033",8826
"5944","19034",5852
"5945","19035",3453
"5946","19036",12894
"5947","19038",31415
"5948","19040",20901
"5949","19041",6494
"5950","19043",2470
"5951","19044",16206
"5952","19046",17660
"5953","19047",34479
"5954","19050",27976
"5955","19053",26293
"5956","19054",16180
"5957","19055",14032
"5958","19056",15249
"5959","19057",17449
"5960","19060",11319
"5961","19061",20248
"5962","19063",35764
"5963","19064",24664
"5964","19066",5662
"5965","19067",52689
"5966","19070",6924
"5967","19072",9802
"5968","19073",19763
"5969","19074",5893
"5970","19075",7632
"5971","19076",6555
"5972","19078",11562
"5973","19079",9223
"5974","19081",9923
"5975","19082",41741
"5976","19083",36633
"5977","19085",8778
"5978","19086",11746
"5979","19087",32765
"5980","19090",18357
"5981","19094",4060
"5982","19095",7070
"5983","19096",13695
"5984","19102",5147
"5985","19103",24214
"5986","19104",53560
"5987","19106",12592
"5988","19107",14526
"5989","19109",0
"5990","19111",68113
"5991","19112",0
"5992","19113",96
"5993","19114",31668
"5994","19115",35346
"5995","19116",34747
"5996","19118",10884
"5997","19119",28192
"5998","19120",74060
"5999","19121",32385
"6000","19122",21666
"6001","19123",17351
"6002","19124",70304
"6003","19125",25850
"6004","19126",15656
"6005","19127",5760
"6006","19128",37644
"6007","19129",11275
"6008","19130",27093
"6009","19131",44723
"6010","19132",31378
"6011","19133",27102
"6012","19134",62087
"6013","19135",35427
"6014","19136",34741
"6015","19137",8347
"6016","19138",32766
"6017","19139",46397
"6018","19140",51766
"6019","19141",34701
"6020","19142",29078
"6021","19143",64630
"6022","19144",43884
"6023","19145",46052
"6024","19146",39282
"6025","19147",38472
"6026","19148",52259
"6027","19149",58055
"6028","19150",22299
"6029","19151",33343
"6030","19152",36379
"6031","19153",13006
"6032","19154",35098
"6033","19301",6375
"6034","19310",3072
"6035","19311",8999
"6036","19312",11618
"6037","19316",238
"6038","19317",9968
"6039","19319",655
"6040","19320",54617
"6041","19330",5351
"6042","19333",6911
"6043","19335",48962
"6044","19341",17572
"6045","19342",18843
"6046","19343",7810
"6047","19344",11988
"6048","19345",661
"6049","19348",23934
"6050","19350",11424
"6051","19352",11109
"6052","19355",26778
"6053","19358",820
"6054","19362",5845
"6055","19363",17274
"6056","19365",7431
"6057","19367",76
"6058","19372",1886
"6059","19373",4823
"6060","19374",1086
"6061","19375",0
"6062","19380",50956
"6063","19382",55036
"6064","19383",3122
"6065","19390",14684
"6066","19401",41897
"6067","19403",46592
"6068","19405",5250
"6069","19406",25105
"6070","19422",18852
"6071","19425",15950
"6072","19426",40720
"6073","19428",17222
"6074","19435",175
"6075","19436",711
"6076","19437",1122
"6077","19438",24780
"6078","19440",19350
"6079","19442",0
"6080","19444",10890
"6081","19446",56720
"6082","19453",1732
"6083","19454",28977
"6084","19456",537
"6085","19457",87
"6086","19460",42063
"6087","19462",15811
"6088","19464",46904
"6089","19465",17473
"6090","19468",26008
"6091","19472",10
"6092","19473",16426
"6093","19474",488
"6094","19475",11260
"6095","19477",128
"6096","19492",339
"6097","19501",1239
"6098","19503",1518
"6099","19504",4996
"6100","19505",3540
"6101","19506",7466
"6102","19507",3211
"6103","19508",15796
"6104","19510",8710
"6105","19511",137
"6106","19512",17048
"6107","19518",15566
"6108","19519",134
"6109","19520",5716
"6110","19522",14034
"6111","19523",390
"6112","19525",16598
"6113","19526",11256
"6114","19529",3321
"6115","19530",16116
"6116","19533",8059
"6117","19534",1979
"6118","19535",10
"6119","19536",459
